"nome palestra","discipline","indirizzo","telefono","orari di apertura","pagina web","lat","long"
"OFFICINA FIT","Fitness","Via Gioacchino Rossini, 26, 21052 Busto Arsizio VA, Italia","+39 391 439 1506","Lun 08:30-21:30 | Mar 08:30-21:30 | Mer 08:30-21:30 | Gio 08:30-21:30 | Ven 08:30-21:30 | Sab 09-12:30 | Dom chiuso","https://www.officinafit.it/","45.618949999999998","8.8404170000000004"
"Officine del Sole Saronno","Fitness","Via Angelo Volonterio, 5, 21047 Saronno VA, Italia","+39 347 901 1903","Lun 18:30-23 | Mar 18:30-23 | Mer 18:30-23 | Gio 18:30-23 | Ven 18:30-23 | Sab chiuso | Dom chiuso","https://www.officinedelsole.net/","45.630716","9.0328239999999997"
"Ohana - Goodlife Academy","Yoga","Via Canova 18, 6900 Lugano, Svizzera","","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab 09-13 | Dom 09-13","http://www.goodlifeacademy.ch/","46.004446999999999","8.9544910000000009"
"Old Iron Gym","Fitness","Via E. Fieramosca, 9, 21013 Gallarate VA, Italia","+39 340 491 1425","Lun 09:30-12, 14:30-22 | Mar 14:30-22 | Mer 09:30-12, 14:30-22 | Gio 14:30-22 | Ven 09:30-12, 14:30-21:30 | Sab 09:30-12 | Dom chiuso","https://m.facebook.com/pages/Old-Iron-Gym/559644637449944","45.652526999999999","8.7906089999999999"
"Old School Fighting Lugano","Fitness","Via al Dosso 2, 6807 Taverne, Svizzera","+41 76 248 31 00","Orari da verificare","","46.068504","8.935112"
"Old Wild West - Tradate P.C. Centradate","Fitness","Via della Fornace Cortellezzi, 4, 21049 Tradate VA, Italia","+39 0331 109 2165","Lun 12-15, 18:30-23:30 | Mar 12-15, 18:30-23:30 | Mer 12-15, 18:30-23:30 | Gio 12-15, 18:30-23:30 | Ven 12-15, 18:30-00 | Sab 12-15:30, 18:30-00 | Dom 12-15:30, 18:30-23:30","http://www.oldwildwest.it/code/20049/Tradate-La-Fornace","45.697837999999997","8.9128109999999996"
"olympus avant busto arsizio","Fitness","Via Osimo, 1, 21052 Busto Arsizio VA, Italia","+39 0331 185 1128","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 09-18 | Dom 09-14","https://olympusavant.it/","45.606990000000003","8.8437859999999997"
"Olympus Fitness Associazione Sportiva Dilettantistica","Fitness","Via Toscana, 15, 21013 Gallarate VA, Italia","+39 0331 772727","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 09-18 | Dom 09-14","http://www.olympusavant.it/","45.643509000000002","8.7948590000000006"
"OM YOGA CENTER","Yoga","Via cancelliere Molo 10, 6500 Bellinzona, Svizzera","+41 91 923 11 21","Orari da verificare","","46.194701000000002","9.0268300000000004"
"Omnia Gym Artistica Varese","Fitness","Via Dalmazia, 55, 21100 Varese VA, Italia","+39 347 323 9765","Lun 17-21 | Mar 17-21 | Mer 17-21 | Gio 17-21 | Ven 17-21 | Sab chiuso | Dom chiuso","https://info565002.wixsite.com/omniagym","45.824320999999998","8.8445999999999998"
"OmYoga Community","Yoga","Via S. Gottardo 9, 6600 Muralto, Svizzera","+41 79 544 46 04","Lun 08-21 | Mar 08-21 | Mer 08-21 | Gio 08-21 | Ven 08-21 | Sab 09-12 | Dom chiuso","https://www.omyogacommunity.ch/","46.173951000000002","8.8032760000000003"
"Onde d'urto - Onde d'urto ecoguidate -","Fitness","Via Giacomo Galli, 5, 21049 Tradate VA, Italia","+39 346 635 4752","Lun 08:30-20 | Mar 08:30-19:30 | Mer 08:30-20 | Gio 08:30-19:30 | Ven 08:30-20:30 | Sab chiuso | Dom chiuso","https://centrofisiowellness.it/fisioterapista-tradate/","45.703952999999998","8.9202569999999994"
"Oratorio Parrocchia Sant'Ambrogio Olona","Fitness","Via Lazzaro Papi, 7, 21100 Varese VA, Italia","","Orari da verificare","http://incamminoinsieme.it/","45.841641000000003","8.8069349999999993"
"Oratorio San Luigi Tradate","Fitness","Via Alessandro Manzoni, 17, 21049 Tradate VA, Italia","+39 0331 841254","Lun 16-18 | Mar 16-18 | Mer 16-18 | Gio 16-18 | Ven 16-18 | Sab 16-18 | Dom 16-18","https://www.parrocchieditradate.it/","45.716785999999999","8.9047540000000005"
"Oriella Page | Centro estetico a Locarno","Fitness","Piazza Stazione 6, 6600 Muralto, Svizzera","","Lun 09:30-19 | Mar 09:30-19 | Mer 09:30-19 | Gio 09:30-20 | Ven 09:30-19 | Sab 09-18 | Dom chiuso","https://oriellapage.com/centro-estetico-locarno/utm_source=google&utm_medium=scheda&utm_campaign=locarno","46.171889","8.8012409999999992"
"Osteofit Center A.s.d â€¢ Palestra Busto Arsizio","Fitness","Corso Italia, 64 bis, 21052 Busto Arsizio VA, Italia","+39 0331 188 3979","Lun 08:30-20 | Mar 08:30-20 | Mer 08:30-20 | Gio 08:30-20 | Ven 08:30-20 | Sab 09-12:30 | Dom chiuso","http://www.osteofitcenter.it/","45.615799000000003","8.8396539999999995"
"Osteopata Gallarate - Studio5","Fitness","Via A. Sciesa, 40/B, 21013 Gallarate VA, Italia","+39 327 769 4535","Lun 09-20 | Mar 09-20 | Mer 09-20 | Gio 09-20 | Ven 09-20 | Sab 09-13 | Dom chiuso","https://www.studio5.clinic/","45.661203999999998","8.7729420000000005"
"Osteria del Tennis Pregassona","Fitness","Via Giovanni Maraini 3, 6963 Lugano, Svizzera","+41 91 941 43 40","Lun 07-22:30 | Mar 07-22:30 | Mer 07-22:30 | Gio 07-20:30 | Ven 07-22:30 | Sab 08-22:30 | Dom 08-20","","46.024859999999997","8.9666300000000003"
"PA.Piscine-Vendita e Costruzione Piscine -Varese","Fitness","Via Piave, 26, 21022 Azzate VA, Italia","+39 320 139 4416","Lun 09-13 | Mar 09-13, 14-18 | Mer 09-13, 14-18 | Gio 09-13, 14-18 | Ven 09-13, 14-18 | Sab chiuso | Dom chiuso","https://www.papiscine.it/","45.776237999999999","8.7936139999999998"
"Padel Air Varese","Fitness","Via Pergine, 21100 Varese VA, Italia","","Orari da verificare","","45.830458","8.8527550000000002"
"Padel Altobelli","Fitness","Via Fabio Filzi, 21013 Gallarate VA, Italia","+39 340 240 5856","Lun 09:30-23 | Mar 09:30-23 | Mer 09:30-23 | Gio 09:30-23 | Ven 09:30-23 | Sab 09:30-21:30 | Dom 09:30-21:30","https://padelaltobelli.it/padel-gallarate/","45.646102999999997","8.800421"
"Padel Altobelli Besozzo","Fitness","Via Milano, 25, 21023 Besozzo VA, Italia","+39 0332 771371","Lun 08-23 | Mar 08-23 | Mer 08-23 | Gio 08-23 | Ven 08-23 | Sab 08-21:30 | Dom 08-21:30","https://playtomic.io/padel-altobelli-besozzo/05966372-3493-4a2f-84f6-c01ef7088ab3q=PADEL~2023-04-14~~~","45.836686999999998","8.6697509999999998"
"Padel Club Contone","Fitness","Pezze Quadre 5, 6594 Contone, Svizzera","","Lun 06-23 | Mar 06-23 | Mer 06-23 | Gio 06-23 | Ven 06-23 | Sab 06-23 | Dom 06-23","https://padelclubcontone.ch/","46.149903000000002","8.9208160000000003"
"Padel Club Varese","Fitness","Via Alessandro Volta, 26, 21040 Lozza VA, Italia","+39 0332 316099","Lun 09-00 | Mar 09-00 | Mer 09-00 | Gio 09-00 | Ven 09-00 | Sab 09-21 | Dom 09-21","https://www.padelclubvarese.it/","45.775424000000001","8.8671000000000006"
"Padel Island","Fitness","Via G. Romagnosi, 21052 Busto Arsizio VA, Italia","+39 0331 386313","Lun 09-00 | Mar 09-00 | Mer 09-00 | Gio 09-00 | Ven 09-00 | Sab 09-00 | Dom 09-00","http://www.padelisland.it/","45.638489999999997","8.8493230000000001"
"Padel Move","Fitness","Via del Tiglio 6, 6512 Giubiasco, Svizzera","+41 79 557 61 60","Lun 06-23 | Mar 06-23 | Mer 06-23 | Gio 06-23 | Ven 06-23 | Sab 06-23 | Dom 06-23","https://padelmove.ch/","46.170008000000003","9.0009840000000008"
"Palabisterzo","Fitness","Via Contardo Ferrini, 42, 21052 Busto Arsizio VA, Italia","","Orari da verificare","","45.597709999999999","8.8546130000000005"
"Palacampus","Fitness","Via Luigi Pirandello, 31, 21100 Varese VA, Italia","","Orari da verificare","","45.838549","8.803172"
"PalaCastiglioni","Fitness","Via Lodovico Ariosto, 3, 21052 Busto Arsizio VA, Italia","","Orari da verificare","","45.608108000000001","8.8534780000000008"
"PalaEXBO/Palaghiaccio","Nuoto","Via Piave, 1, 21047 Saronno VA, Italia","+39 02 2506 1292","Orari da verificare","http://www.piscinadisaronno.it/palaexbo/","45.623044","9.0458800000000004"
"PalaFerrini","Fitness","Via Contardo Ferrini, 42, 21052 Busto Arsizio VA, Italia","","Orari da verificare","","45.597701000000001","8.8546130000000005"
"Palamondo","Fitness","Via Industria 4, 6814 Cadempino, Svizzera","+41 91 966 93 44","Orari da verificare","http://palamondo.ch/","46.033695999999999","8.9297679999999993"
"Palapenz","Fitness","Passeggiata St, 6828 Balerna, Svizzera","+41 91 683 70 64","Lun 14-18, 19:30-23 | Mar 14-18, 19:30-23 | Mer 14-18, 19:30-23 | Gio 14-18, 19:30-23 | Ven 14-18, 19:30-23 | Sab 14-18 | Dom 14-18","http://www.chiasso.ch/index.phpid=154","45.834463","9.0132849999999998"
"Palasport - Bellinzona","Fitness","Via del Bramantino, 6500 Bellinzona, Svizzera","+41 91 814 58 51","Orari da verificare","https://gym.ivof.com/palasport-bellinzona/","46.194831999999998","9.0144749999999991"
"PALATENNISTAVOLO di Lozza","Fitness","Via Vittorio Veneto, 1, 21040 Lozza VA, Italia","+39 347 220 7860","Lun 17-22 | Mar 17-22 | Mer 17-22 | Gio 17-22 | Ven 17-22 | Sab chiuso | Dom chiuso","https://www.tennistavolovarese.it/","45.774787000000003","8.8574990000000007"
"Palestra","Fitness","Via Adelaide Ristori, 17, 21013 Gallarate VA, Italia","","Orari da verificare","","45.667045000000002","8.8116679999999992"
"Palestra - Aikido Kangei","Aikido | Fitness","Contrada Vecchia 4, 6962 Viganello, Svizzera","+41 76 385 25 29","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","https://aikidokangei.ch/","46.01538","8.9703780000000002"
"Palestra ""Accademia Arti Orientali ASD""","Fitness","Via Maestri del Lavoro, 35, 21047 Saronno VA, Italia","+39 349 398 9923","Lun 10-12, 17-22:30 | Mar 08:30-11, 17-22:30 | Mer 10-12, 18-20:30 | Gio 17-22:30 | Ven 08:30-11, 17-22:30 | Sab 13-15 | Dom chiuso","https://www.pugnozen.it/","45.621592","9.0365669999999998"
"Palestra ""Nuova Olimpia Boxe""","Boxe | Fitness","Via Monte leone, 97, 21013 Gallarate VA, Italia","+39 348 283 6013","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","https://www.facebook.com/NuovaOlimpiaBoxeMaiDomi","45.668818000000002","8.7621800000000007"
"Palestra a Quartino, Centro Sportivo Luserte.","Fitness","Via Luserte 2, 6572 Magadino, Svizzera","+41 79 442 44 43","Lun 06-22 | Mar 06-22 | Mer 06-22 | Gio 06-22 | Ven 06-22 | Sab 06-22 | Dom 06-22","","46.152234","8.9120439999999999"
"Palestra all'aperto paradiso","Fitness","6900 Paradiso, Svizzera","","Orari da verificare","","45.992072","8.9476770000000005"
"Palestra Asd LifeAbility","Fitness","Via Carlo Rossini, 58, 21049 Tradate VA, Italia","+39 339 327 3616","Lun 09-12:30, 15-19 | Mar chiuso | Mer 09-12:30, 15-19 | Gio chiuso | Ven 09-12:30, 15-19 | Sab chiuso | Dom chiuso","https://www.lifeability.it/","45.720602","8.8901970000000006"
"Palestra Athlon","Fitness","Via Gaudenzio Ferrari, 21/Scala B, 21047 Saronno VA, Italia","+39 02 962 3291","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09:30-17 | Dom 09:30-13","http://www.palestraathlon.it/","45.623531999999997","9.0319719999999997"
"Palestra Body Up","Fitness","Via Bruno Passerini, 16, 21049 Tradate VA, Italia","+39 331 108 5197","Lun 08:30-22 | Mar 08:30-22 | Mer 08:30-22 | Gio 08:30-22 | Ven 08:30-22 | Sab 08:30-18 | Dom chiuso","https://maurodeantoni.wixsite.com/body-up","45.709511999999997","8.9011610000000001"
"Palestra Carpe Diem","Fitness","Via Monte Grappa, 9, 21040 Castronno VA, Italia","","Lun 20:30-22 | Mar 20:30-22 | Mer 17:30-18:30 | Gio chiuso | Ven 20:30-22 | Sab chiuso | Dom 09-11:30","https://artimarzialivarese.it/","45.751139999999999","8.8113019999999995"
"Palestra centro scolastico Rancate","Fitness","Via Molino Nuovo 6862, 6862 Rancate, Svizzera","+41 58 688 31 31","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 09-17 | Dom chiuso","http://mendrisio.ch/strutture/palestra-rancate/","45.871943999999999","8.9693419999999993"
"Palestra COCOON","Fitness","Via Francesco Crispi, 130, 21100 Varese VA, Italia","+39 0332 225706","Orari da verificare","http://www.cocoonvarese.it/cocoon-varese-palestra.php","45.828800000000001","8.8056190000000001"
"Palestra Comunale","Fitness","Via Municipio, 6850 Mendrisio, Svizzera","","Orari da verificare","http://www.mendrisio.ch/","45.871440999999997","8.985493"
"PALESTRA COMUNALE CEDRATE VIA GIANCARLO PRADERIO GALLARATE","Fitness","21013 Gallarate VA, Italia","","Orari da verificare","","45.662877999999999","8.8077620000000003"
"Palestra del centro scolastico Arzo","Fitness","Via Onorio Longhi 1, 6864 Arzo, Svizzera","","Orari da verificare","","45.874892000000003","8.9380579999999998"
"Palestra di Castelseprio - Don Luigi Cremona","Fitness","Via Alberto da Giussano, 168, 21050 Castelseprio VA, Italia","","Orari da verificare","","45.714418000000002","8.8615440000000003"
"Palestra di Roccia Il Cinzanino Varese","Fitness","La Vecchia Strada, 1, 21061 Maccagno con Pino e Veddasca VA, Italia","+39 0332 170 0682","Lun 16-20 | Mar 16-20 | Mer chiuso | Gio chiuso | Ven 16-21 | Sab 11-20 | Dom 11-19:30","https://www.facebook.com/IlCinzanino/photos/","46.046683999999999","8.7326259999999998"
"Palestra Falcone","Fitness","Via Giacomo Matteotti, 4, 21013 Gallarate VA, Italia","+39 0331 774605","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 08-12 | Dom chiuso","http://www.isfalconegallarate.edu.it/","45.656227000000001","8.7960770000000004"
"Palestra Federale, SFG Bellinzona","Fitness","Viale Giuseppe Motta 1, 6500 Bellinzona, Svizzera","+41 91 825 20 55","Orari da verificare","http://www.sfgbellinzona.ch/","46.19802","9.0249839999999999"
"Palestra Fuji-Yama","Fitness","Via Mottarone, 3, 21013 Gallarate VA, Italia","+39 0331 773553","Lun 09-13, 16:30-21 | Mar 09-13, 16:30-21 | Mer 09-13, 16:30-21 | Gio 09-13, 16:30-21 | Ven 09-13, 16:30-21 | Sab 10-12:30 | Dom chiuso","https://www.fuji-yama.it/","45.670133999999997","8.792211"
"Palestra Gallaratese","Fitness","Via A. Pegoraro, 1, 21013 Gallarate VA, Italia","+39 334 601 3393","Lun 09-12, 16:30-21:30 | Mar 09-12, 16:30-21:30 | Mer 09-12, 16:30-21:30 | Gio 09-12, 16:30-21:30 | Ven 09-12, 16:30-21:30 | Sab chiuso | Dom chiuso","http://www.palestragallaratese.it/","45.664994999999998","8.7919889999999992"
"Palestra Gorduno","Fitness","6518 Gorduno, Svizzera","+41 58 203 21 05","Orari da verificare","http://sport.bellinzona.ch/","46.221943000000003","9.0332600000000003"
"Palestra Kodokan Varese","Fitness","Via Leonardo Da Vinci, 7, 21100 Varese VA, Italia","+39 0332 288803","Lun 10-14, 16-21 | Mar 10-13, 16-21 | Mer 10-13, 16-21 | Gio 10-13, 16-21 | Ven 10-14, 16-21 | Sab chiuso | Dom chiuso","","45.815806000000002","8.8353950000000001"
"Palestra KO-SEN","Fitness","Via Bergamo, 6, 21047 Saronno VA, Italia","+39 02 962 5777","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-12:30 | Dom 08-12","http://www.kosen.it/","45.628399999999999","9.0418839999999996"
"Palestra McFIT Busto Arsizio","Fitness","Via Busona, 13, 21052 Busto Arsizio VA, Italia","+39 02 3595 0432","Lun 07-23 | Mar 07-23 | Mer 07-23 | Gio 07-23 | Ven 07-23 | Sab 09-21 | Dom 09-21","https://www.mcfit.com/it/palestra/busto-arsizio/","45.601571999999997","8.8550020000000007"
"Palestra New Life Di Paronzini Pierluigi","Fitness","Via XXV Aprile, 16, 21016 Luino VA, Italia","+39 0332 531517","Lun 09:30-21:30 | Mar 09:30-21:30 | Mer 14-21:30 | Gio 09:30-21:30 | Ven 09:30-21:30 | Sab 10-13 | Dom chiuso","","46.000115999999998","8.7419010000000004"
"Palestra per disabili","Fitness","Via Bruno Passerini, 16, 21049 Tradate VA, Italia","","Orari da verificare","","45.709716","8.9009280000000004"
"palestra Peschiera","Fitness","Via Alla Peschiera 6600, 6600 Locarno, Svizzera","+41 91 816 21 11","Lun 08-21 | Mar 08-21 | Mer 08-21 | Gio 08-21 | Ven 08-21 | Sab 09:30-14 | Dom chiuso","https://www.spailocarno.ch/site/dovecitroviamo/","46.163719999999998","8.7908690000000007"
"Palestra Phisio","Fitness","Via Magenta, 12D, 21052 Busto Arsizio VA, Italia","","Orari da verificare","","45.607844999999998","8.8458310000000004"
"Palestra Ronchi","Fitness","Via Gran Paradiso, 21013 Gallarate VA, Italia","","Orari da verificare","","45.661234","8.7758319999999994"
"Palestra Skorpions","Fitness","Viale Padre GianBattista Aguggiari, 77, 21100 Varese VA, Italia","+39 0332 235298","Lun 10-22 | Mar 10-22 | Mer 10-22 | Gio 10-22 | Ven 10-22 | Sab 10-18 | Dom chiuso","https://www.palestraskorpions.com/","45.829946999999997","8.8233630000000005"
"Palestra Time Out Club","Fitness","Via Guglielmo Marconi, 7, 21010 Cardano Al Campo VA, Italia","+39 0331 730419","Lun 10-22 | Mar 09-22 | Mer 10-22 | Gio 09-22 | Ven 10-22 | Sab 10-16 | Dom chiuso","https://palestre.fitness/it/i/14178-palestra-time-out-club/","45.646495000000002","8.7730080000000008"
"Palestra Tradate","Fitness","Via Oslavia, 21049 Tradate VA, Italia","","Orari da verificare","","45.704383","8.9094130000000007"
"Palestra Umberto Falaschi","Fitness","Piazza Don L. Gabbani, 1, 21100 Varese VA, Italia","+39 0332 255269","Orari da verificare","","45.825646999999996","8.8453280000000003"
"Palestra Wellnessgym - Ranzato","Fitness","Via Monte S. Michele, 31, 21049 Tradate VA, Italia","+39 0331 811790","Lun 09:30-13, 15:30-21 | Mar 09:30-13, 15:30-21 | Mer 09:30-13, 15:30-21 | Gio 09:30-13, 15:30-21 | Ven 09:30-13, 15:30-21 | Sab 09:30-13 | Dom chiuso","https://wellnessgymtradate.com/","45.699286000000001","8.9167430000000003"
"Palestra XXV Aprile","Fitness","Via Guido Morselli, 24, 21100 Varese VA, Italia","","Orari da verificare","","45.819536999999997","8.8171470000000003"
"Palestre Comunali - Ascona","Fitness","Via Stefano Franscini 5, 6612 Ascona, Svizzera","","Lun 08-21 | Mar 08-21 | Mer 08-21 | Gio 08-21 | Ven 08-21 | Sab 09-16 | Dom 11:30-17","https://fitness.center.ivof.com/palestre-comunali-ascona/","46.156342000000002","8.7769750000000002"
"Pallacanestro Sportlandia Tradate","Fitness","Via Giosuè Carducci, 1, 21049 Tradate VA, Italia","","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://www.sportlandiatradate.it/","45.717506999999998","8.904992"
"Panthers Lauri - Liceo Pugilistico di Varese","Boxe | Fitness","Via Camillo Golgi, 2, 21100 Varese VA, Italia","+39 375 749 2861","Orari da verificare","","45.792681000000002","8.8503849999999993"
"Paolo Guerrieri Mental & Performance Coaching","Fitness","Via Francesco Daverio, 67, 21100 Varese VA, Italia","+39 351 536 9255","Lun 08-12:30, 14-19:30 | Mar 08-12:30, 14-19:30 | Mer 08-12:30, 14-19:30 | Gio 08-12:30, 14-19:30 | Ven 08-12:30, 14-19:30 | Sab 09-12 | Dom chiuso","http://www.paologuerrieri.com/","45.812877999999998","8.802975"
"Paolo Nuzzolillo Nutrizionista e Dietista","Fitness","Corso Elvezia 22, 6900 Lugano, Svizzera","+41 76 815 79 06","Lun 10-20 | Mar 09-17 | Mer 09-17 | Gio 10-19 | Ven 09-17 | Sab 11:30-17:30 | Dom chiuso","https://paolonuzzolillo.com/","46.008481000000003","8.9560790000000008"
"Paradiso Tennis Court","Fitness","Via la Sguancia, 6900 Paradiso, Svizzera","+41 77 441 75 56","Orari da verificare","http://www.paradiso.ch/tennis","45.988121","8.9394679999999997"
"Parcheggio Centro Ovale","Fitness","Via Pietro e Luisita Chiesa 2, 6830 Chiasso, Svizzera","+41 91 210 58 19","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://ditech-fraser.ch/home/parcheggio-centro-ovale-chiasso/","45.838301000000001","9.0317439999999998"
"Parco Calistenico","Fitness","Via Riviera 10, 6900 Lugano, Svizzera","","Orari da verificare","","46.004505000000002","8.9706799999999998"
"Parco calisthenics","Calisthenics | Fitness","Via Pietro Micca, 21100 Varese VA, Italia","","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","","45.813166000000002","8.8102119999999999"
"Parco Commerciale Centradate","Fitness","Via della Fornace Cortellezzi, 14, 21049 Tradate VA, Italia","","Lun 08:30-23 | Mar 08:30-23 | Mer 08:30-23 | Gio 08:30-23 | Ven 08:30-23 | Sab 08:30-23 | Dom 08:30-23","https://centradate.it/","45.698439","8.9113330000000008"
"Parco di Calisthenics Sport e salute","Calisthenics | Fitness","Via Antonio de Curtis, 5, 21052 Busto Arsizio VA, Italia","","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","","45.627464000000003","8.8518460000000001"
"Parco di Villa Mirabello","Fitness","Via Fernando Lonati, 26c, 21100 Varese VA, Italia","","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","","45.816265000000001","8.8232929999999996"
"Parco di Villa Toeplitz","Fitness","Viale Giovan Battista Vico, 21100 Varese VA, Italia","","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-21","","45.844003000000001","8.8136759999999992"
"Parco di Villa Torelli Mylius","Fitness","Via Fiume, 38, 21100 Varese VA, Italia","","Lun 08-21 | Mar 08-21 | Mer 08-21 | Gio 08-21 | Ven 08-21 | Sab 08-21 | Dom 08-21","http://fondoambiente.it/","45.825024999999997","8.8216199999999994"
"Parsifal Yoga Studio Gallarate - Istruttrice Anna Carnaghi","Yoga","Palestra Fuji Yama, Via Mottarone, 3, 21013 Gallarate VA, Italia","+39 335 663 6209","Lun chiuso | Mar 09-10 | Mer chiuso | Gio 18-20:30 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.parsifal-yoga.it/","45.670136999999997","8.7922360000000008"
"PCR FACTORY TEAM","Fitness","Via Leonardo da Vinci, 20, 21049 Tradate VA, Italia","+39 338 988 0122","Lun 08:30-18:30 | Mar 08:30-18:30 | Mer 08:30-18:30 | Gio 08:30-18:30 | Ven 08:30-18:30 | Sab 08:30-12:30 | Dom chiuso","http://www.pcrfactoryteam.it/","45.704259","8.9168679999999991"
